loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,emi,start_date,end_date,loan_status
LOAN001918,CUST007560,Car Loan,4087552,8.62,60,84098.99,2017-04-28,2020-07-19,Closed
LOAN001919,CUST017574,Education Loan,4158508,11.43,180,48394.36,2022-03-27,2028-10-17,Closed
LOAN001920,CUST003799,Car Loan,246228,11.54,24,11537.98,2018-03-12,2028-05-04,Closed
LOAN001921,CUST002215,Education Loan,2709711,13.26,120,40875.5,2025-02-23,2042-11-22,Closed
LOAN001922,CUST010448,Gold Loan,2812328,12.74,240,32429.04,2021-09-21,2025-09-22,Defaulted
LOAN001923,CUST003822,Personal Loan,3111938,7.59,60,62490.03,2018-02-02,2026-01-05,Closed
LOAN001924,CUST012610,Gold Loan,4884117,13.5,12,437382.58,2016-12-23,2044-09-28,Defaulted
LOAN001925,CUST018006,Car Loan,4983713,10.59,84,84262.74,2019-10-28,2041-08-27,Closed
LOAN001926,CUST007404,Home Loan,2196582,12.6,24,104017.29,2017-03-28,2035-04-03,Active
LOAN001927,CUST013401,Car Loan,4639055,9.04,240,41858.2,2024-02-21,2045-04-27,Defaulted
LOAN001928,CUST007595,Education Loan,2961401,12.31,12,263546.55,2018-01-16,2027-08-07,Defaulted
LOAN001929,CUST004266,Education Loan,2436827,8.36,60,49830.97,2023-03-02,2027-07-25,Closed
LOAN001930,CUST017201,Personal Loan,444152,11.69,180,5242.31,2018-04-12,2033-09-19,Closed
LOAN001931,CUST016581,Personal Loan,2867056,12.89,120,42622.41,2024-04-25,2027-12-09,Active
LOAN001932,CUST012263,Personal Loan,4799553,10.42,36,155816.21,2017-06-12,2038-07-26,Active
LOAN001933,CUST007590,Car Loan,1657348,13.4,60,38049.99,2020-04-05,2033-01-16,Closed
LOAN001934,CUST007454,Personal Loan,2661450,11.95,240,29212.14,2017-02-23,2030-06-19,Closed
LOAN001935,CUST005771,Education Loan,3537119,13.17,24,168443.66,2025-06-10,2036-10-25,Defaulted
LOAN001936,CUST009368,Education Loan,3076431,10.9,36,100572.78,2023-03-07,2041-06-05,Defaulted
LOAN001937,CUST006003,Education Loan,3968771,13.78,120,61097.8,2021-09-21,2030-11-20,Closed
LOAN001938,CUST006707,Education Loan,2099823,13.2,24,100026.79,2019-09-20,2021-07-14,Defaulted
LOAN001939,CUST004744,Personal Loan,4601378,11.89,36,152589.96,2022-12-17,2038-07-31,Active
LOAN001940,CUST008189,Education Loan,1421100,8.6,12,124013.85,2020-06-27,2039-04-21,Defaulted
LOAN001941,CUST002146,Car Loan,3652083,12.13,36,121528.3,2022-09-08,2026-12-26,Defaulted
LOAN001942,CUST002795,Home Loan,1459531,10.09,180,15764.65,2017-08-29,2034-02-22,Defaulted
LOAN001943,CUST000922,Gold Loan,4231656,12.69,12,377344.8,2022-12-01,2035-05-06,Active
LOAN001944,CUST001087,Personal Loan,4295669,8.19,180,41524.21,2021-04-07,2039-01-10,Active
LOAN001945,CUST012643,Car Loan,4479950,9.36,84,72899.43,2022-02-12,2028-10-22,Defaulted
LOAN001946,CUST001839,Education Loan,872739,13.83,120,13461.64,2019-06-30,2038-12-19,Active
LOAN001947,CUST013619,Gold Loan,2792238,13.46,24,133352.19,2016-10-15,2039-09-28,Active
LOAN001948,CUST007304,Home Loan,2543305,12.85,120,37749.59,2023-10-01,2027-08-18,Closed
LOAN001949,CUST010049,Car Loan,1546631,10.06,24,71412.01,2024-09-22,2045-05-10,Closed
LOAN001950,CUST000978,Home Loan,3508994,9.04,12,306931.8,2020-04-15,2031-11-02,Closed
LOAN001951,CUST006660,Gold Loan,1603210,14.3,12,144174.0,2022-06-25,2029-12-07,Active
LOAN001952,CUST016021,Car Loan,4517473,11.88,120,64499.62,2019-04-23,2042-10-19,Closed
LOAN001953,CUST010441,Education Loan,1234084,14.17,120,19287.52,2023-03-22,2030-06-23,Closed
LOAN001954,CUST014877,Car Loan,486587,11.54,24,22800.95,2022-09-26,2036-02-07,Defaulted
LOAN001955,CUST000652,Personal Loan,4566924,9.87,240,43679.18,2021-08-23,2027-02-28,Active
LOAN001956,CUST007199,Education Loan,2193960,12.07,84,38811.57,2016-10-10,2043-08-16,Closed
LOAN001957,CUST005275,Education Loan,641215,10.55,120,8670.2,2023-07-07,2028-02-05,Active
LOAN001958,CUST019319,Gold Loan,2424545,8.02,24,109677.72,2019-08-19,2041-09-17,Defaulted
LOAN001959,CUST001363,Personal Loan,4715064,10.8,36,153918.95,2025-03-27,2044-02-25,Defaulted
LOAN001960,CUST009843,Home Loan,4538792,12.85,24,215462.8,2023-04-14,2026-01-16,Closed
LOAN001961,CUST004820,Personal Loan,1922612,14.01,120,29863.27,2017-02-17,2038-08-06,Closed
LOAN001962,CUST004220,Education Loan,4325351,10.18,12,380629.27,2024-05-13,2043-04-19,Closed
LOAN001963,CUST006880,Education Loan,520397,13.41,60,11950.14,2023-03-20,2044-05-20,Defaulted
LOAN001964,CUST008655,Car Loan,611849,9.97,120,8075.47,2020-08-13,2044-08-11,Defaulted
LOAN001965,CUST003475,Gold Loan,1591018,10.37,84,26717.94,2021-12-20,2027-06-08,Closed
LOAN001966,CUST017188,Personal Loan,1543537,13.55,12,138263.13,2021-12-03,2023-10-09,Closed
LOAN001967,CUST005117,Education Loan,4793968,12.19,12,426364.47,2018-12-01,2024-03-25,Defaulted
LOAN001968,CUST007976,Home Loan,4854919,8.71,240,42779.61,2024-07-17,2037-08-17,Defaulted
LOAN001969,CUST007518,Personal Loan,4891536,11.0,240,50489.87,2024-04-20,2036-02-04,Defaulted
LOAN001970,CUST014237,Home Loan,2567153,9.87,24,118307.11,2025-04-02,2046-01-13,Active
LOAN001971,CUST005439,Gold Loan,2280929,8.12,180,21956.05,2020-06-14,2022-04-10,Active
LOAN001972,CUST001289,Education Loan,2398729,9.69,240,22657.75,2021-01-06,2041-09-14,Defaulted
LOAN001973,CUST018034,Gold Loan,1798209,10.91,240,18450.89,2025-03-05,2038-10-19,Active
LOAN001974,CUST008547,Gold Loan,1153823,14.27,240,14574.84,2020-01-04,2040-11-30,Defaulted
LOAN001975,CUST011800,Personal Loan,2839560,7.58,120,33824.76,2020-01-04,2038-12-18,Defaulted
LOAN001976,CUST010173,Personal Loan,4692972,11.6,36,154978.76,2020-06-22,2026-03-28,Active
LOAN001977,CUST017224,Gold Loan,2370655,13.39,36,80322.79,2016-09-07,2032-03-05,Defaulted
LOAN001978,CUST010978,Home Loan,2343444,13.35,84,43079.02,2024-02-20,2037-07-13,Closed
LOAN001979,CUST018614,Gold Loan,2256874,12.31,36,75295.11,2018-05-17,2028-11-21,Active
LOAN001980,CUST005551,Car Loan,2661408,13.54,84,49200.98,2018-09-14,2031-06-06,Active
LOAN001981,CUST018158,Home Loan,1146516,14.19,84,21606.24,2019-10-28,2027-06-12,Defaulted
LOAN001982,CUST017799,Gold Loan,1276341,10.57,36,41526.34,2017-08-29,2036-12-12,Active
LOAN001983,CUST006881,Personal Loan,2030693,8.84,12,177436.47,2021-04-04,2033-12-01,Defaulted
LOAN001984,CUST011861,Gold Loan,2491453,12.03,120,35788.33,2017-07-07,2045-07-22,Active
LOAN001985,CUST002989,Education Loan,4597390,13.1,180,58470.95,2018-01-03,2046-04-26,Closed
LOAN001986,CUST014675,Home Loan,785971,7.86,240,6505.86,2024-09-09,2045-07-22,Defaulted
LOAN001987,CUST005955,Car Loan,1514921,12.57,60,34136.56,2017-02-23,2017-12-21,Defaulted
LOAN001988,CUST003264,Gold Loan,135608,13.03,12,12114.05,2022-07-23,2035-06-20,Defaulted
LOAN001989,CUST000328,Education Loan,1017784,12.54,240,11592.17,2019-11-09,2020-10-12,Active
LOAN001990,CUST006425,Gold Loan,2485108,9.89,180,26538.11,2022-08-03,2030-09-05,Defaulted
LOAN001991,CUST009615,Car Loan,4349250,13.8,36,148224.93,2018-12-21,2024-11-06,Active
LOAN001992,CUST017063,Education Loan,724138,11.6,180,8505.4,2017-02-02,2025-10-11,Active
LOAN001993,CUST007718,Gold Loan,3183091,9.82,84,52547.51,2023-09-08,2033-06-10,Active
LOAN001994,CUST017131,Car Loan,1681634,12.51,240,19117.58,2021-03-11,2023-11-11,Closed
LOAN001995,CUST001808,Car Loan,168104,11.44,60,3691.98,2022-04-07,2025-08-09,Closed
LOAN001996,CUST005023,Home Loan,1594995,12.28,240,17874.61,2022-06-11,2031-03-31,Closed
LOAN001997,CUST010014,Personal Loan,4123188,10.51,180,45603.24,2022-02-01,2028-10-12,Active
LOAN001998,CUST013928,Car Loan,3189782,10.45,24,147855.64,2017-05-20,2023-05-23,Closed
LOAN001999,CUST009561,Car Loan,2102906,12.81,180,26344.49,2018-10-18,2045-03-07,Active
LOAN002000,CUST017324,Car Loan,4923577,12.98,12,439714.29,2022-04-13,2034-04-08,Active
LOAN002001,CUST016271,Gold Loan,3911979,7.89,12,340097.98,2025-01-06,2042-07-08,Closed
LOAN002002,CUST001384,Gold Loan,2650235,13.81,60,61405.59,2016-08-07,2017-07-17,Active
LOAN002003,CUST003473,Gold Loan,1700647,14.36,240,21594.0,2019-07-05,2038-09-28,Defaulted
LOAN002004,CUST019901,Gold Loan,2198919,14.16,24,105742.73,2017-07-23,2043-12-12,Active
LOAN002005,CUST002151,Home Loan,4879756,8.95,240,43747.64,2018-08-26,2042-01-12,Active
LOAN002006,CUST005503,Education Loan,4399420,14.3,24,211852.88,2016-10-19,2045-02-23,Defaulted
LOAN002007,CUST011336,Home Loan,4156524,8.26,12,362069.36,2017-04-10,2037-03-10,Closed
LOAN002008,CUST015217,Home Loan,396069,12.94,36,13333.69,2025-06-04,2028-03-01,Active
LOAN002009,CUST009712,Car Loan,1323851,8.64,60,27250.24,2023-12-17,2033-09-07,Active
LOAN002010,CUST002753,Gold Loan,1070777,13.55,84,19801.14,2017-03-01,2023-08-09,Defaulted
LOAN002011,CUST001713,Personal Loan,591565,12.18,60,13212.91,2024-04-24,2041-04-19,Active
LOAN002012,CUST013656,Education Loan,4298982,13.93,24,206264.39,2017-11-25,2039-06-30,Defaulted
LOAN002013,CUST014690,Personal Loan,3670856,10.97,12,324384.98,2022-08-06,2029-06-08,Closed
LOAN002014,CUST018180,Home Loan,4431483,10.13,84,73865.87,2024-10-13,2026-02-12,Active
LOAN002015,CUST011751,Education Loan,4198501,13.79,84,78193.71,2018-11-24,2022-01-25,Active
LOAN002016,CUST016657,Gold Loan,2466380,9.98,60,52379.02,2022-09-20,2023-05-19,Active
LOAN002017,CUST013349,Car Loan,3354833,13.93,36,114546.21,2023-07-03,2038-07-18,Defaulted
LOAN002018,CUST014130,Personal Loan,193964,12.05,60,4319.52,2023-12-22,2042-08-30,Defaulted
LOAN002019,CUST014728,Personal Loan,1591488,13.67,36,54138.56,2019-03-28,2042-03-26,Closed
LOAN002020,CUST019674,Home Loan,1683077,12.45,60,37822.97,2020-06-16,2020-12-21,Active
LOAN002021,CUST004526,Home Loan,4731570,13.16,12,422966.21,2020-07-05,2024-09-26,Closed
LOAN002022,CUST000170,Personal Loan,123500,10.62,120,1674.76,2024-09-06,2040-01-11,Active
LOAN002023,CUST004673,Car Loan,3670514,12.02,84,64833.87,2018-05-13,2019-10-27,Defaulted
LOAN002024,CUST006502,Gold Loan,1216945,12.74,36,40851.45,2020-03-18,2023-10-22,Closed
LOAN002025,CUST002879,Personal Loan,3919837,11.37,180,45467.69,2025-04-10,2036-12-31,Active
LOAN002026,CUST006064,Education Loan,2623845,13.25,240,31208.82,2016-09-25,2034-07-24,Closed
LOAN002027,CUST017288,Education Loan,2246086,10.68,12,198177.7,2023-12-27,2034-06-25,Active
LOAN002028,CUST011956,Car Loan,691863,13.94,60,16076.93,2018-04-08,2039-01-05,Closed
LOAN002029,CUST010952,Home Loan,677206,10.2,36,21915.18,2017-02-24,2025-03-25,Defaulted
LOAN002030,CUST010390,Personal Loan,490971,10.19,60,10477.64,2018-02-09,2042-02-12,Defaulted
LOAN002031,CUST013658,Car Loan,4573498,11.32,60,100170.35,2018-08-03,2040-01-23,Defaulted
LOAN002032,CUST006137,Personal Loan,3096663,12.85,60,70221.05,2025-04-18,2026-02-14,Defaulted
LOAN002033,CUST010302,Education Loan,3832110,9.6,120,49796.62,2022-07-25,2027-08-17,Active
LOAN002034,CUST005938,Gold Loan,3185472,12.36,180,38971.88,2017-07-22,2033-05-06,Closed
LOAN002035,CUST011885,Home Loan,1556688,8.38,24,70674.88,2022-05-08,2032-05-25,Defaulted
LOAN002036,CUST012295,Gold Loan,4759694,8.74,84,75952.54,2023-03-26,2029-08-15,Closed
LOAN002037,CUST003324,Car Loan,1973365,11.23,180,22715.03,2021-05-01,2023-10-24,Active
LOAN002038,CUST014830,Car Loan,3509892,13.92,60,81523.55,2017-01-26,2019-04-15,Defaulted
LOAN002039,CUST003471,Car Loan,156727,8.48,24,7122.7,2019-10-24,2042-07-27,Defaulted
LOAN002040,CUST013399,Gold Loan,2562831,11.37,36,84353.57,2024-01-30,2046-08-01,Defaulted
LOAN002041,CUST012786,Personal Loan,335994,13.28,120,5072.39,2021-08-13,2021-11-18,Defaulted
LOAN002042,CUST016972,Home Loan,3763296,9.22,12,329489.85,2022-05-30,2032-01-20,Closed
LOAN002043,CUST010382,Gold Loan,4758511,12.7,60,107541.37,2022-01-26,2038-10-11,Closed
LOAN002044,CUST018247,Gold Loan,3148358,8.33,240,26984.38,2020-09-19,2045-05-13,Closed
LOAN002045,CUST005569,Car Loan,520583,12.64,240,5966.01,2017-03-03,2033-01-19,Closed
LOAN002046,CUST000138,Car Loan,1245808,9.51,84,20367.84,2017-02-03,2032-03-22,Closed
LOAN002047,CUST007030,Car Loan,3904932,11.55,180,45741.22,2024-09-26,2034-03-18,Closed
LOAN002048,CUST009424,Home Loan,4763626,12.34,60,106784.5,2022-06-13,2040-10-06,Active
LOAN002049,CUST009842,Personal Loan,2579322,9.61,36,82755.98,2022-10-16,2043-12-03,Active
LOAN002050,CUST005226,Gold Loan,2967283,8.05,60,60236.83,2019-06-25,2035-08-10,Active
LOAN002051,CUST012713,Car Loan,1431187,8.86,12,125066.52,2019-04-04,2028-08-20,Defaulted
LOAN002052,CUST009752,Gold Loan,2946676,13.49,12,263866.97,2022-02-12,2037-12-20,Closed
LOAN002053,CUST007766,Personal Loan,542308,13.0,84,9865.65,2024-09-15,2037-07-03,Defaulted
LOAN002054,CUST008049,Education Loan,788716,9.89,240,7553.89,2021-03-24,2029-11-19,Closed
LOAN002055,CUST002141,Car Loan,4314386,7.65,60,86759.3,2019-04-03,2045-01-15,Closed
LOAN002056,CUST003001,Education Loan,4926415,11.12,36,161564.61,2019-11-04,2020-05-06,Defaulted
LOAN002057,CUST004739,Education Loan,2736725,14.05,240,34131.17,2023-04-26,2033-03-29,Active
LOAN002058,CUST019656,Gold Loan,2362171,13.7,24,113080.15,2025-06-12,2036-06-22,Closed
LOAN002059,CUST007949,Gold Loan,1516524,8.1,120,18479.85,2020-04-20,2043-01-05,Defaulted
LOAN002060,CUST004442,Home Loan,4101585,13.74,60,94884.74,2020-09-06,2032-02-18,Active
LOAN002061,CUST007474,Home Loan,521661,12.34,120,7587.21,2021-11-12,2032-04-28,Defaulted
LOAN002062,CUST006670,Education Loan,2554234,11.17,180,29304.59,2018-04-28,2026-04-06,Active
LOAN002063,CUST006550,Education Loan,4537518,10.1,24,209592.92,2023-03-11,2040-02-17,Active
LOAN002064,CUST004353,Education Loan,3670418,8.83,36,116428.12,2019-06-29,2040-03-12,Closed
LOAN002065,CUST001398,Personal Loan,4483574,13.59,24,214401.91,2016-10-16,2044-12-25,Closed
LOAN002066,CUST018872,Education Loan,1780536,12.52,240,20254.5,2023-11-11,2030-01-30,Defaulted
LOAN002067,CUST002142,Gold Loan,4470026,11.93,36,148319.42,2020-12-12,2023-05-10,Active
LOAN002068,CUST018514,Education Loan,341155,12.5,240,3876.0,2021-09-15,2032-03-07,Defaulted
LOAN002069,CUST010964,Education Loan,1188525,9.84,240,11343.82,2016-10-19,2034-12-08,Active
LOAN002070,CUST011786,Car Loan,1304653,13.22,240,15489.93,2025-06-05,2029-05-24,Defaulted
LOAN002071,CUST013605,Gold Loan,2315595,9.57,60,48711.06,2018-06-14,2036-04-20,Defaulted
LOAN002072,CUST011814,Home Loan,322989,10.31,120,4323.96,2022-11-10,2027-02-19,Active
LOAN002073,CUST011851,Home Loan,4031350,10.92,60,87490.57,2023-09-28,2032-03-04,Closed
LOAN002074,CUST004615,Car Loan,4814909,9.34,180,49814.65,2024-05-23,2041-05-13,Defaulted
LOAN002075,CUST016641,Gold Loan,3817563,9.08,84,61576.18,2023-12-30,2028-11-16,Active
LOAN002076,CUST019874,Personal Loan,3648872,13.72,240,44634.36,2022-06-17,2028-10-17,Defaulted
LOAN002077,CUST017697,Home Loan,1993063,7.81,60,40231.14,2020-08-14,2039-01-16,Closed
LOAN002078,CUST018706,Car Loan,2139509,8.51,60,43905.62,2020-11-15,2024-07-02,Closed
LOAN002079,CUST006836,Education Loan,3177091,9.2,240,28995.04,2022-09-08,2025-03-18,Active
LOAN002080,CUST011388,Education Loan,4481313,8.18,24,203045.74,2018-10-30,2036-06-16,Defaulted
LOAN002081,CUST016504,Education Loan,4004639,12.58,84,71940.96,2024-10-01,2039-05-14,Closed
LOAN002082,CUST002313,Education Loan,1992241,9.28,84,32337.14,2018-10-24,2025-09-24,Closed
LOAN002083,CUST004198,Education Loan,950430,9.96,60,20175.13,2019-05-18,2044-05-04,Closed
LOAN002084,CUST013588,Education Loan,4655867,10.57,24,216071.58,2023-07-13,2027-02-20,Defaulted
LOAN002085,CUST018465,Education Loan,1848248,7.75,36,57704.45,2021-05-12,2043-07-04,Active
LOAN002086,CUST004829,Personal Loan,4863205,9.33,36,155396.62,2019-02-28,2033-03-11,Active
LOAN002087,CUST005200,Gold Loan,4738538,14.45,180,64544.1,2022-01-27,2034-06-16,Closed
LOAN002088,CUST013028,Gold Loan,2723971,13.19,120,40977.65,2020-10-24,2023-10-29,Closed
LOAN002089,CUST008543,Personal Loan,3332118,7.88,84,51736.12,2017-09-07,2038-08-10,Closed
LOAN002090,CUST006226,Gold Loan,3878535,12.21,12,344984.28,2025-05-19,2046-08-01,Active
LOAN002091,CUST004389,Education Loan,704075,11.4,120,9858.74,2023-12-21,2031-01-29,Closed
LOAN002092,CUST011056,Home Loan,1522031,7.8,240,12542.08,2024-01-06,2024-05-19,Defaulted
LOAN002093,CUST012455,Car Loan,1508911,11.45,180,17579.01,2020-09-07,2028-04-13,Active
LOAN002094,CUST019071,Personal Loan,1650812,14.32,24,79510.03,2025-02-24,2035-02-14,Defaulted
LOAN002095,CUST011678,Education Loan,4693647,11.29,84,81084.14,2020-01-04,2038-12-05,Active
LOAN002096,CUST012010,Home Loan,1260409,9.09,240,11413.28,2023-11-08,2027-02-25,Active
LOAN002097,CUST008087,Education Loan,1369512,9.59,60,28822.57,2016-12-05,2038-06-21,Active
LOAN002098,CUST015995,Education Loan,3089550,13.56,240,37435.9,2017-12-17,2030-06-26,Closed
LOAN002099,CUST000715,Car Loan,3407404,9.48,60,71528.53,2019-08-29,2039-03-20,Defaulted
LOAN002100,CUST005668,Home Loan,2188255,13.97,24,105033.42,2018-06-28,2040-04-28,Active
LOAN002101,CUST019992,Education Loan,207876,12.42,24,9826.27,2017-12-31,2033-12-29,Defaulted
LOAN002102,CUST012536,Car Loan,3800888,12.31,180,46377.82,2018-01-12,2034-02-24,Defaulted
LOAN002103,CUST017300,Gold Loan,2342135,8.02,12,203760.3,2018-09-12,2040-08-04,Defaulted
LOAN002104,CUST012645,Personal Loan,1906868,12.29,60,42697.2,2021-09-24,2024-06-03,Closed
LOAN002105,CUST002677,Gold Loan,1845098,11.54,60,40615.58,2023-12-01,2031-01-12,Closed
LOAN002106,CUST016530,Personal Loan,3828550,12.86,180,48088.28,2021-12-04,2026-09-22,Closed
LOAN002107,CUST015552,Personal Loan,1785275,14.43,12,160656.12,2017-09-12,2046-01-03,Active
LOAN002108,CUST000007,Car Loan,3280438,14.36,120,51646.65,2020-07-15,2036-09-01,Closed
LOAN002109,CUST002911,Car Loan,980379,8.46,120,12134.33,2021-01-16,2038-10-13,Defaulted
LOAN002110,CUST005633,Education Loan,3017666,9.71,120,39395.66,2020-12-03,2039-11-25,Defaulted
LOAN002111,CUST011551,Home Loan,4918580,8.86,84,78786.4,2021-06-19,2030-12-29,Defaulted
LOAN002112,CUST008349,Education Loan,3167620,11.64,36,104666.49,2019-02-17,2042-11-06,Defaulted
LOAN002113,CUST010581,Gold Loan,4466993,8.45,180,43857.42,2019-09-20,2022-07-17,Closed
LOAN002114,CUST002555,Education Loan,1038664,14.15,180,13937.15,2017-09-21,2031-06-17,Defaulted
LOAN002115,CUST004547,Personal Loan,1892370,8.77,12,165288.78,2022-08-16,2026-09-27,Closed
LOAN002116,CUST014413,Education Loan,2221756,8.23,36,69857.73,2022-02-18,2035-10-18,Closed
LOAN002117,CUST015913,Education Loan,4608052,11.62,60,101620.9,2024-09-19,2032-05-24,Closed
LOAN002118,CUST009896,Personal Loan,3920139,14.43,24,189014.48,2018-11-27,2021-07-04,Active
LOAN002119,CUST010720,Car Loan,1041332,11.97,180,12477.64,2022-04-29,2030-12-02,Active
LOAN002120,CUST017386,Car Loan,756920,12.41,240,8551.7,2022-07-07,2037-11-24,Active
LOAN002121,CUST017017,Personal Loan,3313812,8.91,12,289659.47,2020-08-15,2026-01-01,Closed
LOAN002122,CUST011936,Home Loan,3584976,12.28,24,169226.41,2024-03-28,2041-12-17,Defaulted
LOAN002123,CUST016986,Car Loan,646324,9.04,24,29539.01,2023-01-18,2041-10-08,Active
LOAN002124,CUST001024,Car Loan,1993970,8.39,24,90536.95,2016-09-28,2023-04-19,Defaulted
LOAN002125,CUST019446,Car Loan,4828137,9.17,84,78097.47,2019-11-21,2020-07-31,Defaulted
LOAN002126,CUST015484,Personal Loan,2996482,14.07,240,37414.32,2025-02-16,2027-12-31,Defaulted
LOAN002127,CUST019398,Personal Loan,4500406,8.11,120,54864.28,2016-10-10,2025-12-30,Active
LOAN002128,CUST002248,Gold Loan,3107136,11.55,240,33242.53,2021-02-09,2043-05-26,Closed
LOAN002129,CUST007286,Car Loan,3121764,9.87,60,66128.75,2017-07-10,2046-01-08,Defaulted
LOAN002130,CUST013707,Gold Loan,138113,11.58,60,3043.01,2021-05-14,2028-11-05,Active
LOAN002131,CUST011147,Home Loan,2859484,13.41,180,36954.23,2022-03-05,2030-08-25,Defaulted
LOAN002132,CUST013056,Car Loan,2599050,8.42,84,41055.34,2023-09-03,2040-01-29,Defaulted
LOAN002133,CUST011044,Gold Loan,3132483,14.25,240,39523.13,2017-04-20,2044-01-23,Closed
LOAN002134,CUST004280,Personal Loan,708980,12.99,84,12893.88,2017-10-14,2041-01-27,Closed
LOAN002135,CUST005360,Home Loan,2374963,11.09,12,210002.88,2023-06-20,2038-11-17,Closed
LOAN002136,CUST008154,Education Loan,2214071,10.03,36,71473.03,2023-12-10,2028-10-30,Defaulted
LOAN002137,CUST006955,Personal Loan,1211976,7.63,60,24360.45,2017-12-13,2039-12-14,Defaulted
LOAN002138,CUST011434,Car Loan,2088196,14.11,120,32560.93,2025-06-07,2032-06-16,Closed
LOAN002139,CUST014477,Gold Loan,561790,11.35,240,5933.14,2024-04-02,2027-05-23,Closed
LOAN002140,CUST014314,Gold Loan,3616194,7.56,180,33645.98,2021-09-25,2046-05-12,Closed
LOAN002141,CUST017811,Education Loan,2044676,11.26,24,95544.93,2023-01-28,2026-03-31,Active
LOAN002142,CUST009774,Education Loan,2288338,12.81,120,33911.38,2023-12-07,2032-03-16,Active
LOAN002143,CUST002112,Gold Loan,4553483,8.79,180,45617.35,2024-06-27,2028-11-26,Defaulted
LOAN002144,CUST002877,Education Loan,2553861,11.66,60,56371.42,2019-12-07,2023-05-11,Closed
LOAN002145,CUST008507,Personal Loan,851924,8.43,180,8354.31,2017-12-01,2031-07-14,Defaulted
LOAN002146,CUST009730,Personal Loan,2788498,12.26,180,33934.51,2019-10-15,2026-09-12,Defaulted
LOAN002147,CUST003205,Home Loan,847785,8.9,60,17557.51,2017-06-09,2042-02-28,Active
LOAN002148,CUST004942,Personal Loan,1329227,12.21,12,118230.83,2023-10-15,2045-05-16,Active
LOAN002149,CUST004464,Education Loan,3275272,12.58,36,109695.44,2023-08-16,2041-05-26,Defaulted
LOAN002150,CUST008125,Home Loan,408264,9.85,36,13144.8,2024-05-31,2025-01-14,Active
LOAN002151,CUST013153,Home Loan,1804660,13.4,12,161526.18,2018-01-09,2031-05-16,Active
LOAN002152,CUST000559,Gold Loan,2231844,11.68,60,49285.99,2017-06-27,2017-08-28,Closed
LOAN002153,CUST012288,Education Loan,1244820,9.87,84,20581.97,2016-09-28,2028-02-01,Defaulted
LOAN002154,CUST003618,Home Loan,1616837,12.64,84,29097.92,2023-07-18,2037-08-05,Closed
LOAN002155,CUST005334,Car Loan,2449361,13.3,240,29221.18,2017-05-08,2020-04-28,Defaulted
LOAN002156,CUST013741,Education Loan,2295949,14.33,240,29102.52,2020-02-09,2031-05-08,Defaulted
LOAN002157,CUST008478,Gold Loan,4032901,11.26,180,46498.4,2023-09-20,2037-07-29,Closed
LOAN002158,CUST004167,Gold Loan,4353064,13.03,180,55162.76,2020-10-18,2036-01-18,Closed
LOAN002159,CUST018510,Home Loan,1619232,12.5,36,54169.18,2019-02-26,2037-11-23,Closed
LOAN002160,CUST012142,Education Loan,745325,9.52,36,23881.93,2021-07-19,2036-11-24,Closed
LOAN002161,CUST007701,Gold Loan,506983,13.66,60,11707.43,2019-10-28,2034-10-01,Active
LOAN002162,CUST005217,Gold Loan,655924,10.21,36,21229.55,2019-12-29,2027-06-18,Closed
LOAN002163,CUST006620,Car Loan,3764172,9.46,12,329985.9,2018-05-04,2022-09-03,Defaulted
LOAN002164,CUST002797,Education Loan,1879327,12.21,120,27191.52,2020-10-16,2042-03-16,Defaulted
LOAN002165,CUST015697,Home Loan,1389639,8.83,120,17475.76,2019-03-23,2045-07-08,Closed
LOAN002166,CUST012891,Car Loan,3376779,8.98,12,295272.99,2023-08-16,2045-02-08,Closed
LOAN002167,CUST004154,Gold Loan,609018,10.67,60,13141.52,2024-03-03,2044-01-22,Active
LOAN002168,CUST007627,Education Loan,2693073,12.51,180,33210.25,2020-05-15,2032-03-20,Defaulted
LOAN002169,CUST019009,Car Loan,1436380,10.02,36,46361.43,2020-09-29,2026-06-07,Closed
LOAN002170,CUST017025,Home Loan,4371055,11.15,240,45564.58,2023-05-11,2028-02-16,Closed
LOAN002171,CUST011283,Home Loan,4116652,13.67,36,140038.5,2023-03-06,2034-07-27,Defaulted
LOAN002172,CUST015101,Gold Loan,3965406,11.11,84,68126.98,2024-09-13,2033-03-27,Active
LOAN002173,CUST004443,Education Loan,3446974,9.84,60,72966.94,2022-11-23,2031-07-29,Defaulted
LOAN002174,CUST017742,Personal Loan,3256051,11.95,84,57391.17,2018-03-19,2032-08-05,Active
LOAN002175,CUST018400,Car Loan,2305382,14.4,84,43713.9,2024-10-18,2031-06-27,Closed
LOAN002176,CUST009061,Personal Loan,3270737,11.55,180,38312.45,2018-05-30,2025-10-22,Closed
LOAN002177,CUST012152,Home Loan,1136900,13.88,84,21230.23,2024-06-03,2045-10-05,Active
LOAN002178,CUST002352,Education Loan,3696358,13.11,240,43595.62,2023-08-03,2039-02-05,Active
LOAN002179,CUST019366,Personal Loan,2094079,12.81,60,47443.3,2017-05-04,2028-07-03,Active
LOAN002180,CUST005338,Gold Loan,505084,9.39,180,5240.74,2019-06-13,2038-01-16,Defaulted
LOAN002181,CUST010970,Car Loan,4579882,11.81,84,80382.82,2023-08-24,2035-06-29,Defaulted
LOAN002182,CUST006120,Education Loan,2364233,9.43,12,207227.4,2023-01-17,2036-12-25,Defaulted
